cnum,cl_ava_2,cl_freq_2,cl_ava_3,cl_freq_3,cl_ava_4,cl_freq_4,cl_ava_5,cl_freq_5,cl_ava_6,cl_freq_6,cl_ava_7,cl_freq_7,cl_ava_8,cl_freq_8,cl_ava_9,cl_freq_9,cl_ava_10,cl_freq_10,cl_ava_11,cl_freq_11,cl_ava_12,cl_freq_12,cl_ava_13,cl_freq_13,cl_ava_14,cl_freq_14,com_ava_2,com_freq_2,com_ava_3,com_freq_3,com_ava_4,com_freq_4,com_ava_5,com_freq_5,com_ava_6,com_freq_6,com_ava_7,com_freq_7,com_ava_8,com_freq_8,com_ava_9,com_freq_9,com_ava_10,com_freq_10,com_ava_11,com_freq_11,com_ava_12,com_freq_12,com_ava_13,com_freq_13,com_ava_14,com_freq_14
ELGJSM,1405.0,1.0,763.0,1.0,0.0,0.0,0.0,0.0,16777.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2441.0,1.0,1252.3333333333333,3.0,536.0,1.0,4100.0,2.0,2257.7,1.0,0.0,0.0,587.015,2.0,0.0,0.0,198.6,1.0,0.0,0.0,0.0,0.0,568.1,1.0,2077.1233333333334,3.0,2483.14,1.0,508.94,1.0,0.0,0.0,0.0,0.0
RMIRQT,867.0,1.0,673.0,1.0,0.0,0.0,1083.0,1.0,407.0,1.0,103.0,1.0,342.0,1.0,1389.0,1.0,282.0,1.0,798.0,1.0,1373.0,1.0,0.0,0.0,0.0,0.0,456.0833333333333,3.0,475.975,2.0,1461.67,2.0,813.8966666666666,3.0,316.565,2.0,687.24,2.0,759.4133333333334,3.0,841.01,2.0,511.02,2.0,0.0,0.0,534.65,1.0,558.3,4.0,425.6033333333333,3.0
E4U4SQ,0.0,0.0,303.5,2.0,138.0,1.0,0.0,0.0,489.0,1.0,1417.0,1.0,459.0,2.0,952.0,1.0,0.0,0.0,0.0,0.0,690.0,1.0,0.0,0.0,800.0,1.0,377.12999999999994,3.0,531.05,2.0,200.875,2.0,567.23,3.0,420.39250000000004,4.0,274.9266666666667,6.0,738.9525,4.0,136.79,1.0,0.0,0.0,479.05,2.0,500.125,2.0,104.66499999999999,2.0,426.65333333333336,3.0
2ONGNC,0.0,0.0,0.0,0.0,0.0,0.0,823.0,1.0,643.0,1.0,252.0,1.0,697.3333333333334,3.0,0.0,0.0,404.0,1.0,1537.0,1.0,968.0,1.0,0.0,0.0,2312.0,1.0,0.0,0.0,0.0,0.0,1486.7775,4.0,1174.4142857142856,7.0,1079.8528571428571,7.0,545.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1379.445,4.0,765.1575,4.0,2345.5033333333336,3.0,785.14,1.0
ELGVSX,345.0,1.0,613.5,2.0,483.0,1.0,59.0,1.0,0.0,0.0,0.0,0.0,961.0,1.0,1169.0,1.0,720.0,1.0,0.0,0.0,1017.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,331.87333333333333,3.0,359.77000000000004,3.0,0.0,0.0,0.0,0.0,264.0025,4.0,528.4,1.0,264.46500000000003,4.0,394.392,5.0,594.495,2.0,328.504,5.0,0.0,0.0,239.79,1.0
QMMNTM,0.0,0.0,2508.0,1.0,1337.0,2.0,0.0,0.0,1178.0,1.0,4506.0,1.0,1097.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1799.0,1.0,276.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.7766666666666,3.0,1748.97,1.0,1722.91,2.0,474.95666666666665,3.0,1464.56,2.0,1957.66,1.0,845.665,2.0,2884.0,1.0,1548.28,1.0,120.97,1.0
ELY7MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765.0,1.0,618.6666666666666,3.0,180.0,1.0,1203.0,1.0,595.6666666666666,3.0,306.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.03,3.0,218.45250000000001,4.0,124.0,1.0,0.0,0.0,471.625,2.0,322.475,2.0,625.0379999999999,5.0,270.06,1.0,248.67000000000002,2.0
1XGGCD,399.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1204.0,1.0,104.0,1.0,189.0,1.0,0.0,0.0,934.0,2.0,0.0,0.0,714.5,2.0,189.0,1.0,540.0,1.0,754.1685714285715,7.0,628.9599999999999,4.0,522.098,5.0,675.98,4.0,931.0600000000001,3.0,825.992,5.0,698.7425,4.0,633.3000000000001,4.0,841.1299999999999,4.0,826.6859999999999,5.0,711.342,5.0,840.035,6.0,1161.895,4.0
EE7NJX,0.0,0.0,3206.0,1.0,466.0,1.0,2040.0,1.0,0.0,0.0,0.0,0.0,2330.0,1.0,576.5,2.0,0.0,0.0,4064.0,1.0,4791.0,1.0,4176.0,1.0,3605.0,1.0,508.4,1.0,1773.1033333333332,3.0,4363.095,2.0,4484.355,4.0,2028.5033333333333,3.0,1663.5399999999997,5.0,5762.686666666667,3.0,1960.03,4.0,3787.675,2.0,2817.915,2.0,2519.6150000000002,4.0,2133.9166666666665,3.0,2520.39,4.0
ELTGKX,3756.3333333333335,3.0,2439.0,2.0,4824.0,1.0,0.0,0.0,4177.5,2.0,2039.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.1666666666666,3.0,270.52,1.0,420.46,1.0,887.36,6.0,0.0,0.0,120.72,2.0,262.75,2.0,101.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EE1CGR,3501.0,1.0,0.0,0.0,916.0,1.0,0.0,0.0,1293.0,1.0,0.0,0.0,0.0,0.0,356.0,1.0,1078.0,1.0,2056.5,2.0,4234.0,1.0,0.0,0.0,899.0,2.0,0.0,0.0,2090.85,1.0,2080.48,1.0,87.38,1.0,336.995,2.0,920.4649999999999,2.0,4231.96,1.0,0.0,0.0,0.0,0.0,448.9,1.0,0.0,0.0,901.0033333333334,3.0,679.61,1.0
EEJBJJ,710.0,1.0,1363.0,1.0,0.0,0.0,592.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.5,2.0,0.0,0.0,1204.0,2.0,922.0,1.0,2005.0,1.0,405.0,1.0,2540.94,1.0,316.5971428571429,7.0,884.88,3.0,510.89000000000004,3.0,611.37,2.0,507.69666666666666,3.0,1123.71,4.0,945.4099999999999,3.0,295.99,1.0,0.0,0.0,247.01999999999998,3.0,441.05166666666673,6.0,923.69,2.0
EE85X2,692.0,2.0,0.0,0.0,1743.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3290.0,2.0,1210.0,2.0,0.0,0.0,0.0,0.0,917.0,1.0,900.0,1.0,2755.0,1.0,135.0,1.0,239.5,2.0,0.0,0.0,0.0,0.0,365.0,1.0,0.0,0.0,0.0,0.0,421.9633333333333,3.0,269.0,1.0,0.0,0.0,0.0,0.0,729.55,4.0,364.59000000000003,2.0
JDHFSN,1165.0,1.0,1047.0,1.0,0.0,0.0,1741.5,2.0,0.0,0.0,1793.5,2.0,0.0,0.0,1105.0,1.0,0.0,0.0,2377.0,1.0,0.0,0.0,2777.5,2.0,0.0,0.0,0.0,0.0,151.3,1.0,694.66,3.0,0.0,0.0,1663.19,1.0,0.0,0.0,759.99,1.0,0.0,0.0,529.0,1.0,1624.21,1.0,549.0,1.0,0.0,0.0,1240.255,2.0
QLQPNQ,2488.3333333333335,3.0,0.0,0.0,2926.0,1.0,0.0,0.0,2939.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,1.0,2088.5,2.0,2142.0,1.0,0.0,0.0,2815.0,1.0,890.7575,4.0,0.0,0.0,555.4325,4.0,304.67333333333335,3.0,537.225,4.0,187.0,2.0,776.16,6.0,355.6,5.0,768.1614285714286,7.0,741.435,4.0,286.36,1.0,1098.215,2.0,1056.925,8.0
ELEEDT,1478.0,1.0,0.0,0.0,0.0,0.0,1029.5,2.0,515.0,1.0,1146.0,2.0,0.0,0.0,0.0,0.0,258.0,1.0,2281.0,1.0,1444.0,1.0,0.0,0.0,2969.0,1.0,0.0,0.0,3820.23,1.0,0.0,0.0,271.59,3.0,593.9,1.0,0.0,0.0,164.0,1.0,0.0,0.0,0.0,0.0,374.79,1.0,947.58,1.0,179.28,1.0,515.99,2.0
ELZ29Z,349.0,1.0,3424.0,1.0,0.0,0.0,0.0,0.0,654.0,1.0,1299.3333333333333,3.0,0.0,0.0,2689.0,1.0,1378.0,1.0,0.0,0.0,1118.5,2.0,0.0,0.0,0.0,0.0,892.1875,4.0,774.3599999999999,7.0,601.0828571428572,7.0,766.805,6.0,714.894,5.0,969.0633333333332,3.0,520.178,5.0,1440.7649999999999,4.0,1551.6933333333334,6.0,861.235,6.0,640.864,5.0,2178.01,6.0,1145.9766666666667,6.0
2FSDCY,1094.0,1.0,0.0,0.0,1042.0,2.0,0.0,0.0,0.0,0.0,1122.6666666666667,3.0,0.0,0.0,0.0,0.0,1951.0,1.0,0.0,0.0,8420.0,1.0,2814.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,823.9699999999999,3.0,0.0,0.0,0.0,0.0,461.88,1.0,83.0,1.0,835.74,1.0,1757.4275,4.0,220.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
EEAH9Q,263.0,1.0,5062.0,1.0,423.0,1.0,0.0,0.0,162.0,1.0,7923.0,1.0,0.0,0.0,0.0,0.0,213.0,1.0,0.0,0.0,0.0,0.0,2208.5,2.0,170.5,2.0,892.41,1.0,0.0,0.0,0.0,0.0,71.0,1.0,0.0,0.0,140.5,1.0,0.0,0.0,0.0,0.0,165.6,1.0,359.015,2.0,0.0,0.0,309.5466666666667,3.0,607.47,2.0
EEJ7HM,945.5,2.0,0.0,0.0,2505.0,1.0,0.0,0.0,204.0,1.0,499.0,1.0,0.0,0.0,856.5,2.0,1148.0,1.0,1039.0,1.0,262.0,1.0,0.0,0.0,0.0,0.0,126.245,2.0,246.0,1.0,125.9,5.0,185.33,3.0,176.0,2.0,54.995,2.0,184.0,1.0,0.0,0.0,80.0,1.0,78.265,2.0,472.25666666666666,3.0,155.32833333333335,6.0,98.99,1.0
ELCSFD,293.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,732.0,1.0,0.0,0.0,0.0,0.0,439.3333333333333,3.0,1282.0,1.0,507.0,2.0,0.0,0.0,889.0,1.0,0.0,0.0,673.318,5.0,1041.708,5.0,1064.47,2.0,951.2457142857141,7.0,446.91375000000005,8.0,632.9228571428572,7.0,624.3933333333333,6.0,574.4933333333333,9.0,176.98,4.0,195.51500000000001,8.0,398.19399999999996,10.0,495.40875000000005,8.0,350.6457142857143,7.0
LRKJIR,2002.5,2.0,1441.0,2.0,0.0,0.0,1245.0,1.0,0.0,0.0,0.0,0.0,4427.0,1.0,654.0,1.0,3008.0,1.0,2382.0,1.0,0.0,0.0,0.0,0.0,770.0,1.0,799.3683333333332,6.0,534.6488888888888,9.0,3157.5449999999996,2.0,1180.2939999999999,5.0,628.8320000000001,10.0,1332.0499999999997,4.0,949.948,5.0,844.113,10.0,913.9900000000001,10.0,719.9028571428571,7.0,853.0533333333332,9.0,1379.45125,8.0,639.8877777777777,9.0
2GDFYO,0.0,0.0,2133.0,1.0,0.0,0.0,1211.0,1.0,1865.0,1.0,1051.6666666666667,3.0,0.0,0.0,0.0,0.0,1791.0,1.0,1291.0,1.0,0.0,0.0,2341.0,1.0,225.0,1.0,2241.26,1.0,0.0,0.0,0.0,0.0,576.155,2.0,0.0,0.0,178.9,1.0,930.4300000000001,2.0,0.0,0.0,440.87999999999994,3.0,350.3833333333334,3.0,604.26,1.0,1564.93,1.0,274.9266666666667,3.0
QQTTMT,1981.0,1.0,1645.0,3.0,1388.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5088.0,1.0,1267.0,1.0,5582.0,1.0,0.0,0.0,4772.0,1.0,1413.0,1.0,0.0,0.0,1652.45,2.0,0.0,0.0,2117.84,1.0,2398.52,2.0,0.0,0.0,0.0,0.0,1128.67,1.0,0.0,0.0,620.06,1.0,288.7,1.0,0.0,0.0,0.0,0.0,4421.06,2.0
MNNIJI,0.0,0.0,6768.0,1.0,0.0,0.0,0.0,0.0,6643.0,1.0,3181.5,2.0,0.0,0.0,5073.0,1.0,5588.0,1.0,7509.0,2.0,5790.0,1.0,2362.0,1.0,0.0,0.0,2781.99,1.0,385.42,1.0,1838.985,2.0,1729.4966666666667,3.0,1179.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELX2RP,403.0,2.0,0.0,0.0,286.0,1.0,112.0,1.0,0.0,0.0,712.0,2.0,565.6666666666666,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,1.0,0.0,0.0,0.0,0.0,88.66,1.0,0.0,0.0,385.0,1.0,0.0,0.0,417.5,2.0,0.0,0.0,745.0,1.0,132.66666666666666,3.0,1038.26,1.0,726.5,2.0,1122.0,2.0,518.5,4.0
1HGGXX,0.0,0.0,1416.0,1.0,1024.0,2.0,0.0,0.0,296.0,1.0,766.0,1.0,0.0,0.0,810.0,1.0,861.0,1.0,799.0,1.0,1668.0,2.0,0.0,0.0,0.0,0.0,744.1766666666666,6.0,338.5325,4.0,361.2,5.0,249.731,10.0,477.97,3.0,1362.172,5.0,445.96,6.0,1017.1533333333333,3.0,828.2714285714285,7.0,712.40375,8.0,752.4449999999999,4.0,411.16875,8.0,294.9683333333333,6.0
8CCFCS,514.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240.5,2.0,0.0,0.0,0.0,0.0,1136.0,1.0,0.0,0.0,1087.5,2.0,0.0,0.0,0.0,0.0,337.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,421.61,1.0,570.3,1.0,364.6,1.0,183.6,1.0,102.39999999999999,3.0,923.6,1.0,79.8,1.0,0.0,0.0
KKQKRQ,0.0,0.0,1522.0,3.0,5802.0,1.0,3259.0,1.0,0.0,0.0,2365.0,2.0,0.0,0.0,2700.0,1.0,0.0,0.0,2328.0,1.0,0.0,0.0,0.0,0.0,1205.0,1.0,1130.2440000000001,5.0,376.915,2.0,1039.9225000000001,4.0,426.802,5.0,375.97999999999996,2.0,547.61,2.0,1583.0349999999999,2.0,830.1957142857143,7.0,511.71,1.0,1758.1025,4.0,697.6716666666666,6.0,1338.59,3.0,2073.365,6.0
E4X662,0.0,0.0,3852.0,1.0,0.0,0.0,3397.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2184.6666666666665,3.0,4893.0,1.0,0.0,0.0,2506.0,1.0,2905.0,1.0,6020.0,1.0,399.98,1.0,716.146,5.0,595.5,1.0,755.8433333333334,3.0,1023.8050000000001,2.0,306.465,4.0,398.4,2.0,627.4866666666667,9.0,687.23,2.0,302.47,1.0,822.8175000000001,4.0,224.13333333333333,3.0,1193.3225000000002,4.0
ELMTB6,300.0,1.0,0.0,0.0,395.0,1.0,349.0,1.0,239.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,1.0,221.0,1.0,496.0,1.0,0.0,0.0,108.66666666666667,3.0,477.6966666666667,3.0,0.0,0.0,543.3214285714286,7.0,402.45,1.0,250.51142857142855,7.0,28.99,1.0,138.65,8.0,500.40857142857146,7.0,271.558,5.0,93.45333333333333,3.0,361.02727272727276,11.0,225.0,1.0,193.985,2.0
4HCFDS,302.0,1.0,0.0,0.0,0.0,0.0,221.0,1.0,212.5,2.0,184.0,1.0,0.0,0.0,300.0,1.0,178.0,1.0,0.0,0.0,134.0,1.0,93.0,1.0,276.0,1.0,199.35500000000002,6.0,599.895,2.0,223.14000000000001,3.0,0.0,0.0,641.38,1.0,320.7,1.0,910.64,2.0,278.7,2.0,212.0,3.0,370.73,1.0,308.095,4.0,276.46,4.0,393.95,2.0
JNPJQL,0.0,0.0,1196.6666666666667,3.0,0.0,0.0,0.0,0.0,4970.0,1.0,0.0,0.0,0.0,0.0,969.3333333333334,3.0,0.0,0.0,2181.0,1.0,2761.0,1.0,1995.0,1.0,0.0,0.0,745.184,5.0,1040.5,3.0,1661.8419999999999,5.0,157.39,2.0,435.4225,4.0,605.2725,4.0,863.05,4.0,542.815,4.0,702.27,3.0,607.64,3.0,896.7349999999999,4.0,583.2133333333333,3.0,619.4,3.0
NPQIJT,0.0,0.0,534.0,1.0,247.0,1.0,291.0,1.0,65.0,1.0,463.5,2.0,0.0,0.0,932.0,2.0,0.0,0.0,0.0,0.0,629.0,2.0,0.0,0.0,0.0,0.0,1026.07,1.0,234.0,1.0,464.7,1.0,1103.915,4.0,344.59,3.0,333.66,3.0,765.7225000000001,4.0,0.0,0.0,365.39,5.0,984.4066666666668,3.0,0.0,0.0,372.85,2.0,762.145,2.0
E4AUYC,676.0,4.0,0.0,0.0,928.0,1.0,0.0,0.0,1336.0,1.0,361.0,1.0,0.0,0.0,805.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,972.0,2.0,0.0,0.0,358.02454545454543,11.0,98.0,2.0,2693.22,1.0,417.3,3.0,807.46,5.0,168.7,1.0,0.0,0.0,320.5169230769231,13.0,0.0,0.0,314.0,1.0,306.3,3.0,687.4642857142857,7.0,329.8542857142857,7.0
MFNFDC,3023.0,1.0,1580.0,1.0,3157.3333333333335,3.0,3733.0,1.0,1779.0,1.0,1953.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2896.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6024.83,1.0,0.0,0.0,3920.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6509.4400000000005,2.0,6126.93,1.0,0.0,0.0,5304.47,1.0
E48BT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,1.0,668.5,4.0,214.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.28,3.0,120.5075,4.0
RTKTMQ,0.0,0.0,3544.5,2.0,2880.0,2.0,3129.0,1.0,0.0,0.0,2741.0,2.0,797.0,1.0,0.0,0.0,2365.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3824.0,1.0,1921.4,1.0,342.44,1.0,308.68,1.0,932.54,1.0,1024.31,3.0,398.65833333333336,6.0,303.595,4.0,255.06333333333336,3.0,58.81,1.0,0.0,0.0,3689.23,1.0,1550.14,1.0,239.7,1.0
TQKMLR,0.0,0.0,0.0,0.0,449.0,1.0,0.0,0.0,327.0,2.0,423.0,1.0,476.3333333333333,3.0,454.0,1.0,139.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.55,3.0,1112.1299999999999,3.0,693.4512500000001,8.0,907.348,5.0,1573.75,2.0,317.65,2.0,849.0500000000001,6.0,164.37,3.0,597.768,5.0,227.75100000000003,10.0,338.28000000000003,6.0,468.5071428571428,7.0,1510.426,5.0
ASSXNX,0.0,0.0,1312.0,1.0,0.0,0.0,1112.0,1.0,531.0,1.0,434.0,1.0,0.0,0.0,514.0,1.0,465.0,2.0,0.0,0.0,0.0,0.0,659.5,2.0,754.0,1.0,0.0,0.0,0.0,0.0,589.245,2.0,25.0,1.0,1472.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,1.0,2152.04,1.0,188.11,1.0,0.0,0.0,108.0,1.0
EL0CO1,1970.0,1.0,3529.0,1.0,2342.0,1.0,0.0,0.0,0.0,0.0,3016.5,2.0,4243.0,1.0,3294.0,1.0,0.0,0.0,3221.0,1.0,1710.0,1.0,0.0,0.0,2259.0,1.0,0.0,0.0,0.0,0.0,671.47,2.0,1319.4060000000002,5.0,168.45,1.0,0.0,0.0,922.2125,4.0,1047.25,2.0,910.75,2.0,0.0,0.0,1430.85,2.0,0.0,0.0,543.46,2.0
EEQHLP,876.0,1.0,926.0,1.0,0.0,0.0,1356.0,1.0,0.0,0.0,1148.0,1.0,1283.0,1.0,1375.0,1.0,1220.0,1.0,0.0,0.0,1822.0,1.0,1258.0,1.0,2090.0,1.0,449.98,1.0,0.0,0.0,221.70666666666668,3.0,361.475,2.0,0.0,0.0,295.97,1.0,510.97,1.0,127.44,2.0,487.97,1.0,214.98,1.0,0.0,0.0,370.22,2.0,401.47,1.0
ELL6XY,3892.0,1.0,2254.0,1.0,0.0,0.0,0.0,0.0,4228.0,1.0,0.0,0.0,0.0,0.0,2728.0,2.0,3808.0,1.0,0.0,0.0,0.0,0.0,2628.0,3.0,2441.0,1.0,502.2,5.0,245.48666666666668,3.0,0.0,0.0,0.0,0.0,510.4533333333333,9.0,204.6275,4.0,273.4975,4.0,89.8,1.0,426.41444444444437,9.0,373.78999999999996,5.0,445.77,3.0,608.6066666666667,3.0,492.87250000000006,4.0
EL64LN,606.0,1.0,692.0,1.0,587.0,1.0,652.3333333333334,3.0,0.0,0.0,0.0,0.0,510.0,1.0,0.0,0.0,629.0,1.0,388.0,1.0,771.0,1.0,0.0,0.0,0.0,0.0,225.6833333333333,3.0,175.98,1.0,136.41,4.0,195.035,2.0,177.93,2.0,132.725,2.0,173.89,1.0,173.885,2.0,106.655,2.0,399.16499999999996,2.0,86.8,1.0,483.52,1.0,0.0,0.0
E4CQ64,0.0,0.0,547.0,1.0,402.0,1.0,2558.0,1.0,1770.5,2.0,2574.0,1.0,3317.0,1.0,0.0,0.0,0.0,0.0,1622.0,2.0,0.0,0.0,0.0,0.0,1536.0,1.0,689.2533333333332,3.0,405.72,1.0,894.13,1.0,681.9200000000001,2.0,310.0,1.0,427.44,1.0,380.63,1.0,0.0,0.0,650.53,1.0,0.0,0.0,406.33,1.0,0.0,0.0,0.0,0.0
EL46E6,1720.0,1.0,1155.0,2.0,316.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1542.5,2.0,0.0,0.0,3400.0,1.0,0.0,0.0,0.0,0.0,568.5,2.0,5216.0,1.0,853.7180000000001,5.0,684.524,5.0,0.0,0.0,0.0,0.0,684.1025,4.0,0.0,0.0,2073.42,2.0,1023.57,4.0,920.185,2.0,1429.86,1.0,1913.736,5.0,2022.6149999999998,2.0,2015.755,2.0
E45D5O,104.0,2.0,71.5,4.0,0.0,0.0,0.0,0.0,94.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.9,1.0,28.9,1.0,64.2,1.0,0.0,0.0,422.195,4.0,0.0,0.0,0.0,0.0,0.0,0.0,59.9,1.0,1143.2849999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0
PKPRPI,0.0,0.0,1406.5,2.0,0.0,0.0,983.0,1.0,0.0,0.0,938.0,1.0,2494.5,2.0,474.0,1.0,0.0,0.0,5110.0,2.0,354.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292.9866666666667,3.0,471.04,1.0,1518.49,1.0,0.0,0.0,1171.73,3.0,1511.2350000000001,2.0,259.99,1.0,59.99,1.0,0.0,0.0,0.0,0.0,2366.56,1.0
JXDDNC,2000.5,2.0,0.0,0.0,2675.0,2.0,3736.0,1.0,0.0,0.0,1006.5,2.0,0.0,0.0,3504.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.5,2.0,9.99,1.0,95.19800000000001,5.0,253.4085714285714,7.0,186.4466666666667,6.0,309.76666666666665,3.0,271.27,3.0,120.92250000000001,4.0,413.01666666666665,6.0,121.00999999999999,5.0,165.1625,4.0,336.0,1.0,2465.6633333333334,3.0,457.645,2.0
NTJMNR,2701.0,1.0,1803.0,1.0,507.02,1.0,0.0,0.0,1091.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1515.0,2.0,3657.0,1.0,0.0,0.0,1148.0,2.0,2114.0,1.0,438.16785714285703,14.0,399.47555555555556,18.0,755.734,10.0,580.2766666666666,18.0,589.1905882352942,17.0,333.5794117647059,17.0,562.6266666666667,15.0,593.3821428571428,14.0,665.2218181818182,11.0,470.78999999999996,16.0,662.3043749999999,16.0,457.9694444444445,18.0,352.5833333333333,18.0
8CDCXO,0.0,0.0,2028.0,2.0,0.0,0.0,1437.0,1.0,0.0,0.0,1428.0,1.0,3159.0,1.0,1224.0,2.0,8515.0,1.0,0.0,0.0,105.0,1.0,0.0,0.0,333.0,1.0,152.82,5.0,237.36400000000003,5.0,155.0,5.0,230.5,4.0,206.75,4.0,171.66,4.0,235.35714285714286,7.0,176.27571428571426,7.0,242.5,4.0,159.24285714285716,7.0,489.895,4.0,121.71428571428571,7.0,155.11111111111111,9.0
NMNPJT,1278.0,1.0,7662.0,1.0,535.0,1.0,1058.3333333333333,3.0,0.0,0.0,0.0,0.0,2675.0,1.0,0.0,0.0,1665.0,1.0,0.0,0.0,881.0,1.0,0.0,0.0,6646.0,1.0,201.65,3.0,115.4,2.0,0.0,0.0,90.0,1.0,231.0,1.0,0.0,0.0,208.97,1.0,0.0,0.0,308.49,1.0,104.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ELCQY0,3062.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1888.0,1.0,0.0,0.0,1594.0,2.0,0.0,0.0,1437.3333333333333,3.0,2244.6666666666665,3.0,2131.55,1.0,1775.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.39,1.0,0.0,0.0,1420.48,1.0,799.74,1.0,0.0,0.0,1131.875,2.0,0.0,0.0
KCXCND,120.0,1.0,120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1745.0,1.0,335.0,1.0,190.5,2.0,2994.0,2.0,0.0,0.0,3226.0,1.0,2120.0,1.0,0.0,0.0,58.48,1.0,637.7666666666668,3.0,129.0,1.0,899.0,1.0,0.0,0.0,1059.49,2.0,685.085,2.0,1182.63,1.0,135.48,1.0,980.1975,4.0,320.95000000000005,3.0,346.1528571428572,7.0,1079.3877777777777,9.0
E4BTHN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.5,2.0,0.0,0.0,0.0,0.0,296.0,2.0,1892.0,1.0,280.0,1.0,240.0,1.0,152.0,2.0,249.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.7,2.0,172.698,5.0,586.1314285714286,7.0,196.1214285714286,7.0,230.23666666666668,9.0,297.70571428571424,7.0,458.0009090909091,11.0,203.82999999999998,7.0,287.4911111111111,9.0
9CHOND,2355.0,1.0,1955.0,1.0,0.0,0.0,0.0,0.0,2236.0,1.0,2949.0,1.0,0.0,0.0,2389.0,2.0,2155.0,1.0,0.0,0.0,1121.3333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5347.94,1.0,1752.83,2.0,763.665,2.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,1.0,690.5,1.0,856.1300000000001,3.0,0.0,0.0,0.0,0.0
EFFXGF,201.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,647.0,1.0,1615.0,1.0,721.5,4.0,0.0,0.0,1541.5,2.0,0.0,0.0,0.0,0.0,214.0,1.0,0.0,0.0,109.9,2.0,1413.7800000000002,4.0,965.94,4.0,502.7,1.0,1552.35125,8.0,564.48,3.0,536.672,5.0,0.0,0.0,732.1883333333334,6.0,304.8514285714286,7.0,1394.5124999999998,4.0,738.4225,4.0,489.0,1.0
